"","Genus_Species","Order","Suborder","Family","Subfamily","Genus","Species","SVL_mm","Mass_g","rootmass","ED_right_mm","ED_left_mm","eyemean","CD_right_mm","CD_left_mm","cormean","Gill_Presence","Aquatic","Semiaquatic","Terrestrial","Scansorial","Fossorial","Subfossorial","Cave_dwelling","Nocturnal","Diurnal","Paedomorphic","Metamorphosizing","Direct_Development","Free_living","No_free_living","Lentic_water","Lotic_water","Both_water","No_larva","Females_larger","Males_larger","No_SSD"
"170","Dicamptodon_aterrimus","Caudata","Salamandroidea","Dicamptodontidae",NA,"Dicamptodon","aterrimus",114,38,3.36197540679896,5.32,5.17,5.245,4.36,3.82,4.09,"yes","yes","no","no","no","no","no","no","yes","yes","yes","no","no","yes","no","no","yes","no","no","no","no","yes"
"171","Dicamptodon_aterrimus","Caudata","Salamandroidea","Dicamptodontidae",NA,"Dicamptodon","aterrimus",115,23,2.84386697985157,5.69,5.46,5.575,4.55,4.56,4.555,"yes","yes","no","no","no","no","no","no","yes","yes","yes","no","no","yes","no","no","yes","no","no","no","no","yes"
"172","Dicamptodon_copei","Caudata","Salamandroidea","Dicamptodontidae",NA,"Dicamptodon","copei",95,23.06,2.8463377603992,4.89,4.64,4.765,3.55,3.66,3.605,"yes","yes","no","no","no","no","no","no","NA","NA","yes","no","no","yes","no","no","yes","no","no","no","no","yes"
"173","Dicamptodon_copei","Caudata","Salamandroidea","Dicamptodontidae",NA,"Dicamptodon","copei",96,17.1,2.5763134657052,4.01,3.73,3.87,3.18,3.14,3.16,"yes","yes","no","no","no","no","no","no","NA","NA","yes","no","no","yes","no","no","yes","no","no","no","no","yes"
"174","Dicamptodon_ensatus","Caudata","Salamandroidea","Dicamptodontidae",NA,"Dicamptodon","ensatus",143,70.2,4.12520660122242,8.17,8.35,8.26,6.12,6.17,6.145,"no","no","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","no","yes","no","no","NA","NA","NA"
"175","Dicamptodon_ensatus","Caudata","Salamandroidea","Dicamptodontidae",NA,"Dicamptodon","ensatus",130,69.9,4.11932184772491,7.17,7.47,7.32,5.38,5.95,5.665,"no","no","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","no","yes","no","no","NA","NA","NA"
"176","Dicamptodon_ensatus","Caudata","Salamandroidea","Dicamptodontidae",NA,"Dicamptodon","ensatus",174,101.74,4.66835539789376,9.7,9.64,9.67,6.35,6.57,6.46,"no","no","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","no","yes","no","no","NA","NA","NA"
"177","Dicamptodon_tenebrosus","Caudata","Salamandroidea","Dicamptodontidae",NA,"Dicamptodon","tenebrosus",136,79.43,4.29861141390422,8.22,7.87,8.045,6.78,6.05,6.415,"no","no","no","no","no","no","yes","no","yes","no","no","yes","no","yes","no","no","yes","no","no","no","yes","no"
"178","Dicamptodon_tenebrosus","Caudata","Salamandroidea","Dicamptodontidae",NA,"Dicamptodon","tenebrosus",158,131.74,5.08829817418472,8.94,8.17,8.555,5.69,5.14,5.415,"no","no","no","no","no","no","yes","no","yes","no","no","yes","no","yes","no","no","yes","no","no","no","yes","no"
"179","Dicamptodon_tenebrosus","Caudata","Salamandroidea","Dicamptodontidae",NA,"Dicamptodon","tenebrosus",129,53.57,3.76970369657275,7.43,7.23,7.33,6.05,6.02,6.035,"no","no","no","no","no","no","yes","no","yes","no","no","yes","no","yes","no","no","yes","no","no","no","yes","no"
"180","Echinotriton_andersoni","Caudata","Salamandroidea","Salamandridae","Pleurodelinae","Echinotriton","andersoni",104,23.81,2.87686709218217,5.4,5.47,5.435,3.28,3.16,3.22,"no","no","no","yes","no","no","no","no","yes","yes","no","yes","no","yes","no","yes","no","no","no","no","no","yes"
"181","Echinotriton_andersoni","Caudata","Salamandroidea","Salamandridae","Pleurodelinae","Echinotriton","andersoni",90,25.11,2.92830002300552,5.17,5.15,5.16,3.46,3.27,3.365,"no","no","no","yes","no","no","no","no","yes","yes","no","yes","no","yes","no","yes","no","no","no","no","no","yes"
"182","Echinotriton_andersoni","Caudata","Salamandroidea","Salamandridae","Pleurodelinae","Echinotriton","andersoni",83,20.22,2.72433420874775,5,4.75,4.875,3.2,2.95,3.075,"no","no","no","yes","no","no","no","no","yes","yes","no","yes","no","yes","no","yes","no","no","no","no","no","yes"
"183","Ensatina_eschscholtzii","Caudata","Salamandroidea","Plethodontidae","Plethodontinae","Ensatina","eschscholtzii",72,6.29,1.84593702938082,5.11,4.57,4.84,4.14,3.88,4.01,"no","no","no","yes","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","yes","no","yes","no"
"184","Ensatina_eschscholtzii","Caudata","Salamandroidea","Plethodontidae","Plethodontinae","Ensatina","eschscholtzii",80,9.42,2.1119500102952,5.33,5.22,5.275,4.12,4.01,4.065,"no","no","no","yes","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","yes","no","yes","no"
"185","Ensatina_eschscholtzii","Caudata","Salamandroidea","Plethodontidae","Plethodontinae","Ensatina","eschscholtzii",75,7.74,1.97809427900149,4.55,4.32,4.435,3.48,3.36,3.42,"no","no","no","yes","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","yes","no","yes","no"
"186","Euproctus_montanus","Caudata","Salamandroidea","Salamandridae","Pleurodelinae","Euproctus","montanus",52,4.65,1.66910753466409,3.54,3.51,3.525,2.14,2.32,2.23,"no","yes","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","yes","no","no","no","NA","NA","NA"
"187","Euproctus_montanus","Caudata","Salamandroidea","Salamandridae","Pleurodelinae","Euproctus","montanus",45,2.37,1.33326388527168,3.45,2.88,3.165,2.35,2.14,2.245,"no","yes","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","yes","no","no","no","NA","NA","NA"
"188","Eurycea_bislineata","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Eurycea","bislineata",45,1.55,1.15729452726294,2.23,2.26,2.245,1.78,1.59,1.685,"no","no","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","no","yes","no","no","no","no","yes"
"189","Eurycea_bislineata","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Eurycea","bislineata",46,1.86,1.2298089464641,2.24,2.29,2.265,1.72,1.84,1.78,"no","no","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","no","yes","no","no","no","no","yes"
"190","Eurycea_bislineata","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Eurycea","bislineata",41,1.38,1.11333628152095,2.1,2.11,2.105,1.64,1.66,1.65,"no","no","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","no","yes","no","no","no","no","yes"
"191","Eurycea_cirrigera","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Eurycea","cirrigera",37,1.07,1.02280912176967,2.34,2.35,2.345,1.92,2,1.96,"no","no","yes","no","no","no","no","no","yes","no","no","yes","no","yes","no","no","yes","no","no","no","no","yes"
"192","Eurycea_cirrigera","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Eurycea","cirrigera",42,1.19,1.05969850212481,2.35,2.28,2.315,1.78,1.79,1.785,"no","no","yes","no","no","no","no","no","yes","no","no","yes","no","yes","no","no","yes","no","no","no","no","yes"
"193","Eurycea_cirrigera","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Eurycea","cirrigera",36,0.98,0.993288388379269,2.09,2.32,2.205,1.85,1.66,1.755,"no","no","yes","no","no","no","no","no","yes","no","no","yes","no","yes","no","no","yes","no","no","no","no","yes"
"194","Eurycea_guttolineata","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Eurycea","guttolineata",56,3.99,1.58607711386277,3.32,3.36,3.34,2.36,2.58,2.47,"no","no","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","yes","no","no","no","NA","NA","NA"
"195","Eurycea_guttolineata","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Eurycea","guttolineata",51,2.09,1.27854326463054,3.65,3.53,3.59,2.8,2.88,2.84,"no","no","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","yes","no","no","no","NA","NA","NA"
"196","Eurycea_guttolineata","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Eurycea","guttolineata",47,1.98,1.25570723564389,3.18,2.93,3.055,2.27,2.16,2.215,"no","no","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","yes","no","no","no","NA","NA","NA"
"197","Eurycea_longicauda","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Eurycea","longicauda",52,1.79,1.2141835471794,3.6,3.48,3.54,2.5,2.73,2.615,"no","no","no","yes","no","no","no","yes","yes","no","no","yes","no","yes","no","no","yes","no","no","no","no","yes"
"198","Eurycea_longicauda","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Eurycea","longicauda",56,2.46,1.34993140940949,3.4,3.29,3.345,2.55,2.57,2.56,"no","no","no","yes","no","no","no","yes","yes","no","no","yes","no","yes","no","no","yes","no","no","no","no","yes"
"199","Eurycea_longicauda","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Eurycea","longicauda",54,2.47,1.35175811178595,3.45,3.41,3.43,2.47,2.52,2.495,"no","no","no","yes","no","no","no","yes","yes","no","no","yes","no","yes","no","no","yes","no","no","no","no","yes"
"200","Eurycea_longicauda","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Eurycea","longicauda",58,2.36,1.33138604632837,3.38,3.34,3.36,2.45,2.67,2.56,"no","no","no","yes","no","no","no","yes","yes","no","no","yes","no","yes","no","no","yes","no","no","no","no","yes"
"201","Eurycea_longicauda","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Eurycea","longicauda",60,3.48,1.51539697033502,3.67,3.61,3.64,2.72,2.77,2.745,"no","no","no","yes","no","no","no","yes","yes","no","no","yes","no","yes","no","no","yes","no","no","no","no","yes"
"202","Eurycea_longicauda","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Eurycea","longicauda",48,1.82,1.22092914974679,3.48,2.82,3.15,2.33,2.15,2.24,"no","no","no","yes","no","no","no","yes","yes","no","no","yes","no","yes","no","no","yes","no","no","no","no","yes"
"203","Eurycea_longicauda","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Eurycea","longicauda",47,1.28,1.08576704663796,2.98,3.04,3.01,2.32,2.3,2.31,"no","no","no","yes","no","no","no","yes","yes","no","no","yes","no","yes","no","no","yes","no","no","no","no","yes"
"204","Eurycea_lucifuga","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Eurycea","lucifuga",61,1.85,1.22760102619215,3.98,4.15,4.065,3.21,3.07,3.14,"no","no","no","yes","yes","no","no","yes","yes","no","no","yes","no","yes","no","no","no","yes","no","NA","NA","NA"
"205","Eurycea_lucifuga","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Eurycea","lucifuga",61,1.39,1.11601902992092,3.63,3.49,3.56,2.8,2.23,2.515,"no","no","no","yes","yes","no","no","yes","yes","no","no","yes","no","yes","no","no","no","yes","no","NA","NA","NA"
"206","Eurycea_lucifuga","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Eurycea","lucifuga",61,2.5,1.35720880829745,3.47,3.32,3.395,2.15,2.33,2.24,"no","no","no","yes","yes","no","no","yes","yes","no","no","yes","no","yes","no","no","no","yes","no","NA","NA","NA"
"207","Eurycea_nana","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Eurycea","nana",29,0.36,0.711378660898013,NA,NA,NA,1.15,1.15,1.15,"yes","yes","no","no","no","no","no","no","NA","NA","yes","no","no","yes","no","no","yes","no","no","NA","NA","NA"
"208","Eurycea_nana","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Eurycea","nana",26,0.32,0.683990378670679,NA,NA,NA,1.17,1.1,1.135,"yes","yes","no","no","no","no","no","no","NA","NA","yes","no","no","yes","no","no","yes","no","no","NA","NA","NA"
"209","Eurycea_nana","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Eurycea","nana",24,0.25,0.629960524947437,NA,NA,NA,1,1,1,"yes","yes","no","no","no","no","no","no","NA","NA","yes","no","no","yes","no","no","yes","no","no","NA","NA","NA"
"210","Eurycea_quadridigitata","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Eurycea","quadridigitata",29,0.44,0.760590492152278,1.66,1.97,1.815,1.33,1.55,1.44,"no","no","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","yes","no","no","no","yes","no","no"
"211","Eurycea_quadridigitata","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Eurycea","quadridigitata",27,0.38,0.724315644344174,1.68,1.78,1.73,1.41,1.41,1.41,"no","no","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","yes","no","no","no","yes","no","no"
"212","Eurycea_quadridigitata","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Eurycea","quadridigitata",31,0.44,0.760590492152278,1.92,1.92,1.92,1.55,1.7,1.625,"no","no","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","yes","no","no","no","yes","no","no"
"213","Eurycea_rathbuni","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Eurycea","rathbuni",51,2.02,1.26410686486327,NA,NA,NA,0.54,0.55,0.545,"yes","yes","no","no","no","no","no","yes","NA","NA","yes","no","no","yes","no","yes","no","no","no","no","no","yes"
"214","Eurycea_rathbuni","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Eurycea","rathbuni",55,3.01,1.44385029256496,NA,NA,NA,0.61,0.75,0.68,"yes","yes","no","no","no","no","no","yes","NA","NA","yes","no","no","yes","no","yes","no","no","no","no","no","yes"
"215","Eurycea_rathbuni","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Eurycea","rathbuni",42,1.3,1.09139288306111,NA,NA,NA,0.62,0.62,0.62,"yes","yes","no","no","no","no","no","yes","NA","NA","yes","no","no","yes","no","yes","no","no","no","no","no","yes"
"216","Eurycea_tynerensis","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Eurycea","tynerensis",40,1.1,1.03228011545637,1.93,1.91,1.92,1.34,1.4,1.37,"no","no","yes","no","no","no","no","no","NA","NA","no","yes","no","yes","no","no","yes","no","no","no","no","yes"
"217","Eurycea_tynerensis","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Eurycea","tynerensis",41,0.97,0.989898299249129,1.79,1.68,1.735,1.24,1.18,1.21,"no","no","yes","no","no","no","no","no","NA","NA","no","yes","no","yes","no","no","yes","no","no","no","no","yes"
"218","Eurycea_wilderae","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Eurycea","wilderae",32,0.68,0.879365934431636,1.89,1.87,1.88,1.48,1.52,1.5,"no","no","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","no","yes","no","no","no","no","yes"
"219","Eurycea_wilderae","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Eurycea","wilderae",38,0.93,0.976100007668508,2.1,2.09,2.095,1.65,1.58,1.615,"no","no","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","no","yes","no","no","no","no","yes"
"220","Eurycea_wilderae","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Eurycea","wilderae",36,0.77,0.916565645433022,2.02,1.97,1.995,1.62,1.43,1.525,"no","no","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","no","yes","no","no","no","no","yes"
"221","Gyrinophilus_porphyriticus","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Gyrinophilus","porphyriticus",98,18.7,2.65428285727551,4.43,4.2,4.315,2.98,2.7,2.84,"no","no","yes","no","no","no","no","yes","yes","no","no","yes","no","yes","no","no","yes","no","no","yes","no","no"
"222","Gyrinophilus_porphyriticus","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Gyrinophilus","porphyriticus",83,9.47,2.11568006045123,4.25,4.19,4.22,2.82,2.83,2.825,"no","no","yes","no","no","no","no","yes","yes","no","no","yes","no","yes","no","no","yes","no","no","yes","no","no"
"223","Hemidactylium_scutatum","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Hemidactylium","scutatum",37,0.77,0.916565645433022,2.41,2.23,2.32,1.68,1.71,1.695,"no","no","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","yes","no","no","no","yes","no","no"
"224","Hemidactylium_scutatum","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Hemidactylium","scutatum",36,0.73,0.90041133460937,2.48,2.21,2.345,1.88,1.54,1.71,"no","no","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","yes","no","no","no","yes","no","no"
"225","Hemidactylium_scutatum","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Hemidactylium","scutatum",37,0.87,0.954640270936004,2.34,2.33,2.335,1.65,1.57,1.61,"no","no","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","yes","no","no","no","yes","no","no"
"226","Hydromantes_ambrosii","Caudata","Salamandroidea","Plethodontidae","Plethodontinae","Hydromantes","ambrosii",57,3.65,1.53968172429709,4.13,4.23,4.18,3.24,3.24,3.24,"no","no","no","yes","no","no","no","yes","yes","no","no","no","yes","no","yes","no","no","no","yes","yes","no","no"
"227","Hydromantes_ambrosii","Caudata","Salamandroidea","Plethodontidae","Plethodontinae","Hydromantes","ambrosii",61,3.72,1.54946217899916,4.13,4.27,4.2,3.11,3.36,3.235,"no","no","no","yes","no","no","no","yes","yes","no","no","no","yes","no","yes","no","no","no","yes","yes","no","no"
"228","Hydromantes_ambrosii","Caudata","Salamandroidea","Plethodontidae","Plethodontinae","Hydromantes","ambrosii",59,3.18,1.47053615501837,4.35,4.06,4.205,3.16,2.99,3.075,"no","no","no","yes","no","no","no","yes","yes","no","no","no","yes","no","yes","no","no","no","yes","yes","no","no"
"229","Hydromantes_brunus","Caudata","Salamandroidea","Plethodontidae","Plethodontinae","Hydromantes","brunus",64,3.5,1.51829448593783,4.46,4.23,4.345,2.83,2.86,2.845,"no","no","no","yes","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","yes","NA","NA","NA"
"230","Hydromantes_brunus","Caudata","Salamandroidea","Plethodontidae","Plethodontinae","Hydromantes","brunus",66,2.96,1.43581087041366,4.65,4.61,4.63,2.66,3.18,2.92,"no","no","no","yes","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","yes","NA","NA","NA"
"231","Hydromantes_italicus","Caudata","Salamandroidea","Plethodontidae","Plethodontinae","Hydromantes","italicus",62,3.82,1.56322366478619,3.74,3.91,3.825,2.73,3.19,2.96,"no","no","no","yes","no","no","no","yes","NA","NA","no","no","yes","no","yes","no","no","no","yes","NA","NA","NA"
"232","Hydromantes_italicus","Caudata","Salamandroidea","Plethodontidae","Plethodontinae","Hydromantes","italicus",64,2.75,1.40101966532769,4.32,4.64,4.48,3.11,3.17,3.14,"no","no","no","yes","no","no","no","yes","NA","NA","no","no","yes","no","yes","no","no","no","yes","NA","NA","NA"
"233","Hydromantes_italicus","Caudata","Salamandroidea","Plethodontidae","Plethodontinae","Hydromantes","italicus",57,2.76,1.40271581669993,4.09,4.24,4.165,3.41,3.44,3.425,"no","no","no","yes","no","no","no","yes","NA","NA","no","no","yes","no","yes","no","no","no","yes","NA","NA","NA"
"234","Hydromantes_platycephalus","Caudata","Salamandroidea","Plethodontidae","Plethodontinae","Hydromantes","platycephalus",52,2.16,1.29266081401913,3.7,3.9,3.8,2.67,2.43,2.55,"no","no","no","yes","yes","no","no","no","yes","yes","no","no","yes","no","yes","no","no","no","yes","NA","NA","NA"
"235","Hydromantes_platycephalus","Caudata","Salamandroidea","Plethodontidae","Plethodontinae","Hydromantes","platycephalus",52,2.15,1.29066288067403,3.89,3.71,3.8,2.75,2.65,2.7,"no","no","no","yes","yes","no","no","no","yes","yes","no","no","yes","no","yes","no","no","no","yes","NA","NA","NA"
"236","Hydromantes_platycephalus","Caudata","Salamandroidea","Plethodontidae","Plethodontinae","Hydromantes","platycephalus",60,2.52,1.36081842319067,4.17,3.72,3.945,3.04,2.99,3.015,"no","no","no","yes","yes","no","no","no","yes","yes","no","no","yes","no","yes","no","no","no","yes","NA","NA","NA"
"237","Hynobius_abei","Caudata","Cryptobranchoidea","Hynobiidae","Hynobiinae","Hynobius","abei",52,3.64,1.53827433619624,3.03,3.05,3.04,2.13,2.08,2.105,"no","no","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","yes","no","no","no","no","yes","no"
"238","Hynobius_abei","Caudata","Cryptobranchoidea","Hynobiidae","Hynobiinae","Hynobius","abei",57,4.11,1.60182084371072,2.8,2.97,2.885,2.14,2.22,2.18,"no","no","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","yes","no","no","no","no","yes","no"
"239","Hynobius_abei","Caudata","Cryptobranchoidea","Hynobiidae","Hynobiinae","Hynobius","abei",60,3.39,1.50221893814599,3.48,3.55,3.515,2.41,2.39,2.4,"no","no","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","yes","no","no","no","no","yes","no"
"240","Hynobius_amjiensis","Caudata","Cryptobranchoidea","Hynobiidae","Hynobiinae","Hynobius","amjiensis",82,12.16,2.29955883157793,3.94,4.25,4.095,2.81,2.47,2.64,"no","no","no","yes","no","no","no","no","NA","NA","no","yes","no","yes","no","yes","no","no","no","no","no","yes"
"241","Hynobius_chinensis","Caudata","Cryptobranchoidea","Hynobiidae","Hynobiinae","Hynobius","chinensis",64,5.77,1.79359866108571,3.21,3.3,3.255,2.18,2.1,2.14,"no","no","no","yes","no","no","no","no","NA","NA","no","yes","no","yes","no","yes","no","no","no","NA","NA","NA"
"242","Hynobius_chinensis","Caudata","Cryptobranchoidea","Hynobiidae","Hynobiinae","Hynobius","chinensis",66,6.27,1.84397847403283,3.66,3.78,3.72,2.34,2.65,2.495,"no","no","no","yes","no","no","no","no","NA","NA","no","yes","no","yes","no","yes","no","no","no","NA","NA","NA"
"243","Hynobius_chinensis","Caudata","Cryptobranchoidea","Hynobiidae","Hynobiinae","Hynobius","chinensis",63,4.97,1.70654913198828,3.55,3.14,3.345,2.19,1.96,2.075,"no","no","no","yes","no","no","no","no","NA","NA","no","yes","no","yes","no","yes","no","no","no","NA","NA","NA"
"244","Hynobius_kimurae","Caudata","Cryptobranchoidea","Hynobiidae","Hynobiinae","Hynobius","kimurae",73,6.85,1.89916861132909,3.51,3.6,3.555,2.56,2.38,2.47,"no","no","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","no","yes","no","no","yes","no","no"
"245","Hynobius_kimurae","Caudata","Cryptobranchoidea","Hynobiidae","Hynobiinae","Hynobius","kimurae",75,10.34,2.17858000278168,3.76,3.93,3.845,2.47,2.6,2.535,"no","no","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","no","yes","no","no","yes","no","no"
"246","Hynobius_kimurae","Caudata","Cryptobranchoidea","Hynobiidae","Hynobiinae","Hynobius","kimurae",60,6.79,1.89360732440701,3.75,3.86,3.805,2.51,2.52,2.515,"no","no","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","no","yes","no","no","yes","no","no"
"247","Hynobius_leechii","Caudata","Cryptobranchoidea","Hynobiidae","Hynobiinae","Hynobius","leechii",60,4.11,1.60182084371072,3.41,3.34,3.375,2.07,2.03,2.05,"no","no","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","yes","no","no","no","no","no","yes"
"248","Hynobius_leechii","Caudata","Cryptobranchoidea","Hynobiidae","Hynobiinae","Hynobius","leechii",51,2.85,1.41779993901769,2.66,2.75,2.705,1.95,1.96,1.955,"no","no","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","yes","no","no","no","no","no","yes"
"249","Hynobius_leechii","Caudata","Cryptobranchoidea","Hynobiidae","Hynobiinae","Hynobius","leechii",54,2.92,1.429313899763,3.21,3.27,3.24,2.01,2.1,2.055,"no","no","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","yes","no","no","no","no","no","yes"
"250","Hynobius_lichenatus","Caudata","Cryptobranchoidea","Hynobiidae","Hynobiinae","Hynobius","lichenatus",65,4.29,1.62487178475566,3.73,3.53,3.63,2.55,2.6,2.575,"no","no","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","yes","no","no","no","NA","NA","NA"
"251","Hynobius_lichenatus","Caudata","Cryptobranchoidea","Hynobiidae","Hynobiinae","Hynobius","lichenatus",60,3.51,1.51973910573027,3.19,3.24,3.215,2.16,2.04,2.1,"no","no","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","yes","no","no","no","NA","NA","NA"
"252","Hynobius_lichenatus","Caudata","Cryptobranchoidea","Hynobiidae","Hynobiinae","Hynobius","lichenatus",64,3.8,1.56049075070788,3.38,3.37,3.375,2.15,2.14,2.145,"no","no","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","yes","no","no","no","NA","NA","NA"
"253","Hynobius_naevius","Caudata","Cryptobranchoidea","Hynobiidae","Hynobiinae","Hynobius","naevius",70,8,2,3.49,3.78,3.635,2.29,2.32,2.305,"no","no","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","no","yes","no","no","NA","NA","NA"
"254","Hynobius_nebulosus","Caudata","Cryptobranchoidea","Hynobiidae","Hynobiinae","Hynobius","nebulosus",54,3.34,1.49479678673206,2.98,2.8,2.89,1.92,1.75,1.835,"no","no","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","yes","no","no","no","yes","no","no"
"255","Hynobius_nebulosus","Caudata","Cryptobranchoidea","Hynobiidae","Hynobiinae","Hynobius","nebulosus",52,3.79,1.55912069666665,2.87,3.06,2.965,1.76,1.69,1.725,"no","no","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","yes","no","no","no","yes","no","no"
"256","Hynobius_nebulosus","Caudata","Cryptobranchoidea","Hynobiidae","Hynobiinae","Hynobius","nebulosus",47,3.13,1.46278819167892,2.65,2.75,2.7,1.86,1.65,1.755,"no","no","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","yes","no","no","no","yes","no","no"
"257","Hynobius_nigrescens","Caudata","Cryptobranchoidea","Hynobiidae","Hynobiinae","Hynobius","nigrescens",75,15.9,2.51458145379984,4.55,4.07,4.31,2.84,2.59,2.715,"no","no","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","yes","no","no","no","NA","NA","NA"
"258","Hynobius_nigrescens","Caudata","Cryptobranchoidea","Hynobiidae","Hynobiinae","Hynobius","nigrescens",75,11.12,2.23203805984183,4.03,4.08,4.055,2.48,2.37,2.425,"no","no","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","yes","no","no","no","NA","NA","NA"
"259","Hynobius_nigrescens","Caudata","Cryptobranchoidea","Hynobiidae","Hynobiinae","Hynobius","nigrescens",80,11.25,2.24070237327858,4.72,4.59,4.655,3.38,3.56,3.47,"no","no","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","yes","no","no","no","NA","NA","NA"
"260","Hynobius_sonani","Caudata","Cryptobranchoidea","Hynobiidae","Hynobiinae","Hynobius","sonani",66,3.95,1.58075912888041,3.37,3.85,3.61,2.63,2.88,2.755,"no","no","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","no","yes","no","no","no","no","yes"
"261","Hynobius_sonani","Caudata","Cryptobranchoidea","Hynobiidae","Hynobiinae","Hynobius","sonani",56,3.27,1.48428028019786,3.29,3.38,3.335,2.67,2.59,2.63,"no","no","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","no","yes","no","no","no","no","yes"
"262","Hynobius_sonani","Caudata","Cryptobranchoidea","Hynobiidae","Hynobiinae","Hynobius","sonani",61,2.84,1.416139750217,3.43,3.64,3.535,2.74,2.97,2.855,"no","no","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","no","yes","no","no","no","no","yes"
