"","Genus_Species","Order","Suborder","Family","Subfamily","Genus","Species","SVL_mm","Mass_g","rootmass","ED_right_mm","ED_left_mm","eyemean","CD_right_mm","CD_left_mm","cormean","Gill_Presence","Aquatic","Semiaquatic","Terrestrial","Scansorial","Fossorial","Subfossorial","Cave_dwelling","Nocturnal","Diurnal","Paedomorphic","Metamorphosizing","Direct_Development","Free_living","No_free_living","Lentic_water","Lotic_water","Both_water","No_larva","Females_larger","Males_larger","No_SSD"
"356","Pleurodeles_waltl","Caudata","Salamandroidea","Salamandridae","Pleurodelinae","Pleurodeles","waltl",90,15.65,2.50133262285365,4.72,4.72,4.72,2.87,3.29,3.08,"no","no","yes","no","no","no","no","yes","yes","no","no","yes","no","yes","no","yes","no","no","no","yes","no","no"
"357","Pleurodeles_waltl_gilled","Caudata","Salamandroidea","Salamandridae","Pleurodelinae","Pleurodeles","waltl_gilled",78,24.17,2.89129374593115,3.38,3.37,3.375,3.06,3.07,3.065,"yes","yes","no","no","no","no","no","yes","yes","no","yes","no","no","yes","no","yes","no","no","no","yes","no","no"
"358","Pseudobranchus_striatus","Caudata","Salamandroidea","Salamandridae",NA,"Pseudobranchus","striatus",93,3,1.44224957030741,NA,NA,NA,0.97,0.96,0.965,"yes","yes","no","no","no","no","no","no","yes","no","yes","no","no","yes","no","yes","no","no","no","yes","no","no"
"359","Pseudobranchus_striatus","Caudata","Salamandroidea","Salamandridae",NA,"Pseudobranchus","striatus",96,4,1.5874010519682,NA,NA,NA,0.96,0.89,0.925,"yes","yes","no","no","no","no","no","no","yes","no","yes","no","no","yes","no","yes","no","no","no","yes","no","no"
"360","Pseudobranchus_striatus","Caudata","Salamandroidea","Salamandridae",NA,"Pseudobranchus","striatus",96,3,1.44224957030741,NA,NA,NA,0.99,1.02,1.005,"yes","yes","no","no","no","no","no","no","yes","no","yes","no","no","yes","no","yes","no","no","no","yes","no","no"
"361","Pseudotriton_montanus","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Pseudotriton","montanus",57,2.67,1.38730010917983,2.95,2.78,2.865,2.34,1.95,2.145,"no","no","no","no","no","no","yes","no","yes","no","no","yes","no","yes","no","no","yes","no","no","yes","no","no"
"362","Pseudotriton_ruber","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Pseudotriton","ruber",58,2.58,1.37153397007417,3.48,3.22,3.35,2.26,2.38,2.32,"no","yes","no","no","no","no","yes","no","yes","no","no","yes","no","yes","no","no","yes","no","no","yes","no","no"
"363","Pseudotriton_ruber","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Pseudotriton","ruber",72,9.13,2.09005120331199,3.34,3.16,3.25,2.18,1.99,2.085,"no","yes","no","no","no","no","yes","no","yes","no","no","yes","no","yes","no","no","yes","no","no","yes","no","no"
"364","Pseudotriton_ruber","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Pseudotriton","ruber",69,2.58,1.37153397007417,3.43,2.82,3.125,2.08,2.13,2.105,"no","yes","no","no","no","no","yes","no","yes","no","no","yes","no","yes","no","no","yes","no","no","yes","no","no"
"365","Ranodon_sibiricus","Caudata","Cryptobranchoidea","Hynobiidae","Hynobiinae","Ranodon","sibiricus",83,10.72,2.20494754289947,4.4,4.72,4.56,3.9,3.67,3.785,"no","no","yes","no","no","no","no","no","yes","no","no","yes","no","yes","no","no","yes","no","no","NA","NA","NA"
"366","Ranodon_sibiricus","Caudata","Cryptobranchoidea","Hynobiidae","Hynobiinae","Ranodon","sibiricus",92,8.96,2.07699764074044,4.96,5.21,5.085,4.2,4.52,4.36,"no","no","yes","no","no","no","no","no","yes","no","no","yes","no","yes","no","no","yes","no","no","NA","NA","NA"
"367","Ranodon_sibiricus","Caudata","Cryptobranchoidea","Hynobiidae","Hynobiinae","Ranodon","sibiricus",89,12,2.28942848510666,5.22,5.35,5.285,4.12,4.43,4.275,"no","no","yes","no","no","no","no","no","yes","no","no","yes","no","yes","no","no","yes","no","no","NA","NA","NA"
"368","Rhyacotriton_cascadae","Caudata","Salamandroidea","Rhyacotritonidae",NA,"Rhyacotriton","cascadae",57,1.77,1.20964450089633,3.44,3.34,3.39,2.47,2.5,2.485,"no","no","yes","no","no","no","no","no","NA","NA","no","yes","no","yes","no","no","yes","no","no","yes","no","no"
"369","Rhyacotriton_cascadae","Caudata","Salamandroidea","Rhyacotritonidae",NA,"Rhyacotriton","cascadae",47,1.49,1.14216475918538,3.36,3.19,3.275,2.43,2.15,2.29,"no","no","yes","no","no","no","no","no","NA","NA","no","yes","no","yes","no","no","yes","no","no","yes","no","no"
"370","Rhyacotriton_cascadae","Caudata","Salamandroidea","Rhyacotritonidae",NA,"Rhyacotriton","cascadae",42,1.28,1.08576704663796,3.19,3.29,3.24,2.27,2.32,2.295,"no","no","yes","no","no","no","no","no","NA","NA","no","yes","no","yes","no","no","yes","no","no","yes","no","no"
"371","Rhyacotriton_olympicus","Caudata","Salamandroidea","Rhyacotritonidae",NA,"Rhyacotriton","olympicus",61,3.19,1.47207598457793,3.85,3.68,3.765,2.95,2.68,2.815,"no","no","yes","no","no","no","no","no","yes","yes","no","yes","no","yes","no","no","yes","no","no","yes","no","no"
"372","Rhyacotriton_olympicus","Caudata","Salamandroidea","Rhyacotritonidae",NA,"Rhyacotriton","olympicus",62,4.13,1.60441489009459,3.79,3.69,3.74,2.92,2.65,2.785,"no","no","yes","no","no","no","no","no","yes","yes","no","yes","no","yes","no","no","yes","no","no","yes","no","no"
"373","Rhyacotriton_olympicus","Caudata","Salamandroidea","Rhyacotritonidae",NA,"Rhyacotriton","olympicus",62,4.49,1.64973978143064,4.1,3.94,4.02,2.86,2.71,2.785,"no","no","yes","no","no","no","no","no","yes","yes","no","yes","no","yes","no","no","yes","no","no","yes","no","no"
"374","Rhyacotriton_variegatus","Caudata","Salamandroidea","Rhyacotritonidae",NA,"Rhyacotriton","variegatus",53,2.82,1.41280764437412,3.57,3.81,3.69,2.82,2.85,2.835,"no","no","yes","no","no","no","no","no","NA","NA","no","yes","no","yes","no","no","yes","no","no","NA","NA","NA"
"375","Rhyacotriton_variegatus","Caudata","Salamandroidea","Rhyacotritonidae",NA,"Rhyacotriton","variegatus",54,2.51,1.35901601257375,3.55,3.47,3.51,2.44,2.46,2.45,"no","no","yes","no","no","no","no","no","NA","NA","no","yes","no","yes","no","no","yes","no","no","NA","NA","NA"
"376","Rhyacotriton_variegatus","Caudata","Salamandroidea","Rhyacotritonidae",NA,"Rhyacotriton","variegatus",50,2.32,1.32382118960525,3.38,3.42,3.4,2.55,2.73,2.64,"no","no","yes","no","no","no","no","no","NA","NA","no","yes","no","yes","no","no","yes","no","no","NA","NA","NA"
"377","Salamandra_atra","Caudata","Salamandroidea","Salamandridae","Salamandrinae","Salamandra","atra",66,4.08,1.5979139480908,4.14,4.15,4.145,3.02,3.1,3.06,"no","no","no","yes","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","yes","no","no","yes"
"378","Salamandra_atra","Caudata","Salamandroidea","Salamandridae","Salamandrinae","Salamandra","atra",73,6.63,1.87861524706936,4.74,4.6,4.67,3.34,3.15,3.245,"no","no","no","yes","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","yes","no","no","yes"
"379","Salamandra_salamandra","Caudata","Salamandroidea","Salamandridae","Salamandrinae","Salamandra","salamandra",90,16.29,2.53497508232688,5.9,5.63,5.765,3.63,3.63,3.63,"no","no","no","yes","no","no","no","no","yes","yes","no","yes","no","yes","no","yes","no","no","no","yes","no","no"
"380","Salamandrella_keyserlingii","Caudata","Cryptobranchoidea","Hynobiidae","Hynobiinae","Salamandrella","keyserlingii",66,4.59,1.66189747702634,3.46,3.66,3.56,2.44,2.4,2.42,"no","yes","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","yes","no","no","no","yes","no","no"
"381","Salamandrella_keyserlingii","Caudata","Cryptobranchoidea","Hynobiidae","Hynobiinae","Salamandrella","keyserlingii",64,4.13,1.60441489009459,3.69,3.73,3.71,2.11,2.16,2.135,"no","yes","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","yes","no","no","no","yes","no","no"
"382","Salamandrella_keyserlingii","Caudata","Cryptobranchoidea","Hynobiidae","Hynobiinae","Salamandrella","keyserlingii",60,3.83,1.56458654574224,3.42,3.4,3.41,2.32,2.42,2.37,"no","yes","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","yes","no","no","no","yes","no","no"
"383","Salamandrina_terdigitata","Caudata","Salamandroidea","Salamandridae","Salamandrinae","Salamandrina","terdigitata",33,0.66,0.870658769117361,2.45,2.43,2.44,1.71,1.66,1.685,"no","no","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","no","yes","no","no","no","no","yes"
"384","Salamandrina_terdigitata","Caudata","Salamandroidea","Salamandridae","Salamandrinae","Salamandrina","terdigitata",36,0.9,0.96548938460563,2.82,2.64,2.73,1.95,1.94,1.945,"no","no","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","no","yes","no","no","no","no","yes"
"385","Salamandrina_terdigitata","Caudata","Salamandroidea","Salamandridae","Salamandrinae","Salamandrina","terdigitata",34,0.72,0.896280949311433,2.59,2.96,2.775,1.65,1.72,1.685,"no","no","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","no","yes","no","no","no","no","yes"
"386","Siren_intermedia","Caudata","Sirenidae","Sirenidae",NA,"Siren","intermedia",232,73.43,4.18752914511533,NA,NA,NA,1.61,1.54,1.575,"yes","yes","no","no","no","no","no","no","yes","no","yes","no","no","yes","no","yes","no","no","no","no","yes","no"
"387","Siren_intermedia","Caudata","Sirenidae","Sirenidae",NA,"Siren","intermedia",388,366,7.15309009504067,NA,NA,NA,2.16,2.46,2.31,"yes","yes","no","no","no","no","no","no","yes","no","yes","no","no","yes","no","yes","no","no","no","no","yes","no"
"388","Siren_intermedia","Caudata","Sirenidae","Sirenidae",NA,"Siren","intermedia",322,275,6.50295723425693,NA,NA,NA,2.66,2.95,2.805,"yes","yes","no","no","no","no","no","no","yes","no","yes","no","no","yes","no","yes","no","no","no","no","yes","no"
"389","Siren_lacertina","Caudata","Sirenidae","Sirenidae",NA,"Siren","lacertina",238,259.7,6.38004854475106,NA,NA,NA,3.25,2.96,3.105,"yes","yes","no","no","no","no","no","no","yes","no","yes","no","no","yes","no","yes","no","no","no","no","no","yes"
"390","Siren_lacertina","Caudata","Sirenidae","Sirenidae",NA,"Siren","lacertina",361,391.57,7.31593441808828,NA,NA,NA,3.14,2.78,2.96,"yes","yes","no","no","no","no","no","no","yes","no","yes","no","no","yes","no","yes","no","no","no","no","no","yes"
"391","Siren_lacertina","Caudata","Sirenidae","Sirenidae",NA,"Siren","lacertina",396,416,7.4650223136345,NA,NA,NA,3,2.99,2.995,"yes","yes","no","no","no","no","no","no","yes","no","yes","no","no","yes","no","yes","no","no","no","no","no","yes"
"392","Stereochilus_marginatus","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Stereochilus","marginatus",57,4.85,1.69270228137218,1.73,1.95,1.84,1.35,1.58,1.465,"no","yes","no","no","no","no","no","no","yes","no","no","yes","no","yes","no","yes","no","no","no","no","no","yes"
"393","Stereochilus_marginatus","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Stereochilus","marginatus",42,1.5,1.14471424255333,1.88,1.78,1.83,1.38,1.19,1.285,"no","yes","no","no","no","no","no","no","yes","no","no","yes","no","yes","no","yes","no","no","no","no","no","yes"
"394","Taricha_granulosa","Caudata","Salamandroidea","Salamandridae","Pleurodelinae","Taricha","granulosa",93,24.77,2.91502311030285,5.41,5.14,5.275,3.67,3.77,3.72,"no","yes","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","yes","no","no","no","no","yes","no"
"395","Taricha_granulosa","Caudata","Salamandroidea","Salamandridae","Pleurodelinae","Taricha","granulosa",87,21.03,2.7602373246881,4.71,4.31,4.51,3.25,2.82,3.035,"no","yes","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","yes","no","no","no","no","yes","no"
"396","Taricha_granulosa","Caudata","Salamandroidea","Salamandridae","Pleurodelinae","Taricha","granulosa",91,19.23,2.67912572655666,5.25,5.02,5.135,3.9,3.65,3.775,"no","yes","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","yes","no","no","no","no","yes","no"
"397","Taricha_rivularis","Caudata","Salamandroidea","Salamandridae","Pleurodelinae","Taricha","rivularis",73,16.39,2.54015168457819,5.43,5.24,5.335,3.99,3.59,3.79,"no","yes","no","yes","no","no","no","no","yes","yes","no","yes","no","yes","no","no","yes","no","no","NA","NA","NA"
"398","Taricha_rivularis","Caudata","Salamandroidea","Salamandridae","Pleurodelinae","Taricha","rivularis",70,14.47,2.43681659561252,5.43,5.15,5.29,4.17,3.78,3.975,"no","yes","no","yes","no","no","no","no","yes","yes","no","yes","no","yes","no","no","yes","no","no","NA","NA","NA"
"399","Taricha_rivularis","Caudata","Salamandroidea","Salamandridae","Pleurodelinae","Taricha","rivularis",62,14.19,2.42099633404725,5.72,5.84,5.78,4.01,3.99,4,"no","yes","no","yes","no","no","no","no","yes","yes","no","yes","no","yes","no","no","yes","no","no","NA","NA","NA"
"400","Taricha_torosa","Caudata","Salamandroidea","Salamandridae","Pleurodelinae","Taricha","torosa",73,15.5,2.49331547611932,5.15,5.04,5.095,3.56,3.59,3.575,"no","yes","no","yes","no","no","no","no","no","yes","no","yes","no","yes","no","yes","no","no","no","no","no","yes"
"401","Taricha_torosa","Caudata","Salamandroidea","Salamandridae","Pleurodelinae","Taricha","torosa",80,12.55,2.32388469264958,5.01,4.73,4.87,3.64,3.61,3.625,"no","yes","no","yes","no","no","no","no","no","yes","no","yes","no","yes","no","yes","no","no","no","no","no","yes"
"402","Taricha_torosa","Caudata","Salamandroidea","Salamandridae","Pleurodelinae","Taricha","torosa",73,13.72,2.39396632534738,5.11,4.68,4.895,3.59,3.72,3.655,"no","yes","no","yes","no","no","no","no","no","yes","no","yes","no","yes","no","yes","no","no","no","no","no","yes"
"403","Thorius_boreas","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Thorius","boreas",31,0.49,0.788373516310524,1.48,1.59,1.535,0.86,1.29,1.075,"no","no","no","yes","no","no","no","no","NA","NA","no","no","yes","no","yes","no","no","no","yes","yes","no","no"
"404","Thorius_pennatulus","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Thorius","pennatulus",19,0.22,0.603681073679769,1.5,1.6,1.55,1.12,1.05,1.085,"no","no","no","yes","no","no","no","no","NA","NA","no","no","yes","no","yes","no","no","no","yes","no","no","yes"
"405","Thorius_pennatulus","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Thorius","pennatulus",19,0.22,0.603681073679769,1.53,1.44,1.485,1.12,0.82,0.97,"no","no","no","yes","no","no","no","no","NA","NA","no","no","yes","no","yes","no","no","no","yes","no","no","yes"
"406","Thorius_pennatulus","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Thorius","pennatulus",19,0.21,0.594392195276313,1.23,1.14,1.185,0.87,0.91,0.89,"no","no","no","yes","no","no","no","no","NA","NA","no","no","yes","no","yes","no","no","no","yes","no","no","yes"
"407","Triturus_carnifex","Caudata","Salamandroidea","Salamandridae","Pleurodelinae","Triturus","carnifex",65,3.63,1.53686436809526,3.82,3.88,3.85,2.94,2.76,2.85,"no","yes","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","yes","no","no","no","yes","no","no"
"408","Triturus_carnifex","Caudata","Salamandroidea","Salamandridae","Pleurodelinae","Triturus","carnifex",55,3.33,1.49330348225477,3.77,3.59,3.68,2.81,2.78,2.795,"no","yes","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","yes","no","no","no","yes","no","no"
"409","Triturus_carnifex","Caudata","Salamandroidea","Salamandridae","Pleurodelinae","Triturus","carnifex",65,3.48,1.51539697033502,3.73,3.73,3.73,2.41,2.68,2.545,"no","yes","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","yes","no","no","no","yes","no","no"
"410","Triturus_cristatus","Caudata","Salamandroidea","Salamandridae","Pleurodelinae","Triturus","cristatus",66,7.73,1.97724201940483,4.65,4.1,4.375,3.53,3.6,3.565,"no","yes","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","yes","no","no","no","no","no","yes"
"411","Triturus_cristatus","Caudata","Salamandroidea","Salamandridae","Pleurodelinae","Triturus","cristatus",66,7.67,1.97211296389012,4.67,4.51,4.59,3.37,3.19,3.28,"no","yes","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","yes","no","no","no","no","no","yes"
"412","Triturus_cristatus","Caudata","Salamandroidea","Salamandridae","Pleurodelinae","Triturus","cristatus",72,9.07,2.08546271170629,4.28,4.73,4.505,3.32,3.01,3.165,"no","yes","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","yes","no","no","no","no","no","yes"
"413","Triturus_karelinii","Caudata","Salamandroidea","Salamandridae","Pleurodelinae","Triturus","karelinii",77,7.8,1.98319248268077,4.86,4.35,4.605,3.51,3.27,3.39,"no","yes","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","yes","no","no","no","yes","no","no"
"414","Triturus_karelinii","Caudata","Salamandroidea","Salamandridae","Pleurodelinae","Triturus","karelinii",70,7.62,1.96781827920866,5.14,4.56,4.85,4.02,3.74,3.88,"no","yes","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","yes","no","no","no","yes","no","no"
"415","Triturus_karelinii","Caudata","Salamandroidea","Salamandridae","Pleurodelinae","Triturus","karelinii",74,7.18,1.92918916784384,5.27,5.34,5.305,4.2,3.82,4.01,"no","yes","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","yes","no","no","no","yes","no","no"
"416","Tylototriton_shanjing","Caudata","Salamandroidea","Salamandridae","Pleurodelinae","Tylototriton","shanjing",75,14.8,2.4552020523843,5.02,4.81,4.915,2.99,3.13,3.06,"no","no","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","yes","no","no","no","NA","NA","NA"
"417","Tylototriton_shanjing","Caudata","Salamandroidea","Salamandridae","Pleurodelinae","Tylototriton","shanjing",82,16.02,2.52089159682895,5.16,5.2,5.18,3.6,3.46,3.53,"no","no","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","yes","no","no","no","NA","NA","NA"
"418","Tylototriton_shanjing","Caudata","Salamandroidea","Salamandridae","Pleurodelinae","Tylototriton","shanjing",67,8.53,2.04322570539881,4.42,4.7,4.56,2.94,2.92,2.93,"no","no","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","yes","no","no","no","NA","NA","NA"
"419","Tylototriton_taliangensis","Caudata","Salamandroidea","Salamandridae","Pleurodelinae","Tylototriton","taliangensis",73,10.78,2.20905359994918,4.49,4.1,4.295,2.94,2.79,2.865,"no","no","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","yes","no","no","no","yes","no","no"
"420","Tylototriton_taliangensis","Caudata","Salamandroidea","Salamandridae","Pleurodelinae","Tylototriton","taliangensis",70,8.97,2.07777004603319,4.07,3.79,3.93,2.79,2.41,2.6,"no","no","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","yes","no","no","no","yes","no","no"
"421","Tylototriton_taliangensis","Caudata","Salamandroidea","Salamandridae","Pleurodelinae","Tylototriton","taliangensis",75,10.4,2.18278576612221,4.63,4.35,4.49,2.88,2.78,2.83,"no","no","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","yes","no","no","no","yes","no","no"
"422","Tylototriton_verrucosus","Caudata","Salamandroidea","Salamandridae","Pleurodelinae","Tylototriton","verrucosus",80,18.83,2.66041940359589,4.78,4.92,4.85,3.36,3.13,3.245,"no","yes","no","yes","no","no","no","no","yes","yes","no","yes","no","yes","no","yes","no","no","no","yes","no","no"
"423","Tylototriton_verrucosus","Caudata","Salamandroidea","Salamandridae","Pleurodelinae","Tylototriton","verrucosus",78,15.91,2.5151085092447,5.13,4.96,5.045,3.6,3.33,3.465,"no","yes","no","yes","no","no","no","no","yes","yes","no","yes","no","yes","no","yes","no","no","no","yes","no","no"
"424","Tylototriton_verrucosus","Caudata","Salamandroidea","Salamandridae","Pleurodelinae","Tylototriton","verrucosus",71,10.37,2.18068491230626,4.41,4.25,4.33,3.03,3.12,3.075,"no","yes","no","yes","no","no","no","no","yes","yes","no","yes","no","yes","no","yes","no","no","no","yes","no","no"
